Artist,Song,Genre,Language,Lyrics
adam lambert,underground,Pop,en,"When you're gone
When you're gone
It's like I'm in one second in time
I'm frozen
When you're gone
When you're gone
It's like I lost one half of my mind
Stolen
Cause nobody feels you like I do
Nobody kills me like you do
Nothing I take can ever cut through
I'm in trouble
I look at myself and I don't know
How I'm stuck to you like velcro
Can't rip you off and go solo
I'm in trouble
I'm hooked on how you made
Me hooked, I'm gonna say it straight
I want you, I need you
I want you to take me underground
I'm hooked, I can't cut you off
In my blood, I'm gonna say it now
I want you, I need you
I want you to take me underground
I'm hooked on how you made
Me hooked, I'm gonna say it straight
I want you, I need you
I want you to take me underground
I'm hooked, I can't cut you off
In my blood, I'm gonna say it now
I want you, I need you
I want you to take me underground
When you go
When you go
It's like I put my life on the line
It's so hurt
When you go
When you go
I'm tripping but I'm pretending I'm fine
So dumb
Cause nobody feels you like I do
Nobody kills me like you do
Nothing I take can ever cut through
I'm in trouble
I look at myself and I don't know
How I'm stuck to you like velcro
Can't rip you off and go solo
I'm in trouble
I'm hooked on how you made
Me hooked, I'm gonna say it straight
I want you, I need you
I want you to take me underground
I'm hooked, I can't cut you off
In my blood, I'm gonna say it now
I want you, I need you
I want you to take me underground
I'm hooked on how you made
Me hooked, I'm gonna say it straight
I want you, I need you
I want you to take me underground
I'm hooked, I can't cut you off
In my blood, I'm gonna say it now
I want you, I need you
I want you to take me underground
You got me hooked on you
Now I'm in trouble
Trouble, trouble, yeah
I'm hooked on how you made
Me hooked, I'm gonna say it straight
I want you, I need you
I want you to take me underground
I'm hooked, I can't cut you off
In my blood, I'm gonna say it now
I want you, I need you
I want you to take me underground
I'm hooked on how you made
Me hooked, I'm gonna say it straight
I want you, I need you
I want you to take me underground
I'm hooked, I can't cut you off
In my blood, I'm gonna say it now
I want you, I need you
I want you to take me underground"
adam lambert,pop that lock,Pop,en,"Left, right, step up to the spotlight
Why you actin' uptight?
I'm takin' you to school, that's right
High, low, don't tell me you don't know
How to ever let go
I'm takin' you to school, that's right
Tonight we burn it all
Get hot get tall
Yeah we're lighter than air
You got the key to your release
So pop that lock until you're lighter than air
If you wanna be it
You've got to dream
If you got the key then baby pop that lock
If you wanna free it
You have got to scream
If you got the key then baby pop that lock
Banjee boys and dancey girls get down down down
Werk bitch you don't gotta stress this
Got 'em feeling restless show 'em how it's done alright
Secret don't care if you don't keep it don't care if you leak it
Show 'em how it's done alright
Tonight we burn it all
Get hot get tall
Yeah we're lighter than air
You got the key to your release
So pop that lock until you're lighter than air
If you wanna be it
You've got to dream
If you got the key then baby pop that lock
If you wanna free it
You have got to scream
If you got the key then baby pop that lock
Banjee boys and dancey girls get down down down
Get down
Get down
Werk werk werk alright
Get down
Werk werk werk alright
Banjee boys and dancey girls get down
You better pop that lock
If you wanna be it
You've got to dream
If you got the key then baby pop that lock
If you wanna free it
You have got to scream
If you got the key then baby pop that lock
Get down
Baby pop that lock
Get down, get down
Pop that lock, get down!"
adam lambert,naked love,Pop,en,"Oh whoa-o yeah yeah yeah
Oh whoa-o yeah yeah yeah
Lose control
Collision course
With you, my love
Call 9-1-1
So ro-o-oll the dice
Get lucky tonight
I know you're holding back
No more hesitation
Come on
I want your naked love
So dontcha dress it up tonight
Come on
You know your naked love
Is what I'm dreaming of tonight
Oh whoa-o yeah yeah yeah
Oh whoa-o yeah yeah yeah
Take it off, uh
And try me on
The hottest threads
You ever wore
So ro-o-oll the dice
Get lucky tonight
I know you're holding back
No more hesitation
Come on
I want your naked love
So dontcha dress it up tonight
Come on
You know your naked love
Is what I'm dreaming of tonight
Oh whoa-o yeah yeah yeah
Oh whoa-o yeah yeah yeah
From the back to the middle and around again
I'm gonna be there till the end
100% Naked Love
From the back to the middle and around again
I'm gonna be there till the end
100% Naked Love
Come on
I want your naked love
So dontcha dress it up tonight
Come on
You know your naked love
Is what I'm dreaming of tonight
Oh whoa-o yeah yeah yeah
Oh whoa-o yeah yeah yeah
Oh whoa-o yeah yeah yeah
Oh whoa-o yeah yeah yeah"
adam lambert,cuckoo,Pop,en,"Feels like I'm having a meltdown
It feels like I'm losing control
They tell me I'm a danger to myself
Now the crazy train is ready to roll, oh!
Walk that walk like you don't give a fuck
You've got a right to turn it up and get down
Electric shock no I can't get enough
Cause tonight we're taking over the town, hey
I wanna lose my mind like a maniac
And cross the line
Never looking back
We're on the loose
Getting crazy and we've gone cuckoo
Gonna party til they take us away
I'm swinging off of my hinges
I'm cocked and I'm ready to go
Just go on and pack up your things and
The crazy train is ready to roll, oh
Walk that walk like you don't give a fuck
You've got a right to turn it up and get down
Electric shock no I can't get enough
Cause tonight we're taking over the town, hey
I wanna lose my mind like a maniac
And cross the line
Never looking back
We're on the loose
Getting crazy and we've gone cuckoo
Gonna party til they take us away
Gotta get out of this straight jacket, whoa
Gotta get out of this straight jacket, whoa yeah
Cross the line
We're on the loose
Getting crazy and we've gone cuckoo
Gonna party til they take us away
Party til they take us away
Gonna party til they take us away"
adam lambert,a change is gonna come,Pop,en,"I was born by the river
In a little tent
Just like the river I've been running ever since
It's been a long
A long time coming
But I know
A change is gonna come
Oh, yes it will
It's been too hard living
But I'm afraid to die
I don't know what's up there
Beyond the sky
It's been a long
Long, long..
is coming
But I know
A change is gonna come
And I go to the movies
And I go downtown
Everybody keep telling me
Do you come around
It's been a long
Oh, it's been a long time coming
But I know
A change is gonna come
Then I go
Go to the my brother
And I say brother:
""Help me, please""
He just winds up
Knockin' me down
Back down on my knees
And there...been times that I thought
I couldn't last for long
But now I think I, I, I
I can't able to carry on
It's been a long, long time coming
But I know
A change is gonna come
Ooh yeah
Is gonna come
Ooh yeah
Ooh oah"
adam lambert,strut,Pop,en,"I wanna start a revolution
A type of personal solution
We all have got our own pollution
It's all about the execution
You got something to say, your hands are tied
Open your mouth, open it wide
Let the freedom begin
Get on the floor, just let it drop
Don't it feel good, don't feel hot
Feel the fire within
I wanna see ya strut strut strut
C'mon walk for me strut strut strut
How you wanna be
Everybody's looking for some love but they don't know
How to let it all hang out and that's why they're solo solo solo
Don't wanna be solo solo solo
Don't wanna be solo
We're a complicated nation
And now we're in a situation
Let's take a make believe vacation
And get yourself some validation
You got something to say, your hands are tied
Open your mouth, open it wide
Let the freedom begin
Get on the floor, just let it drop
Don't it feel good, don't feel hot?
Feel the fire within
I wanna see ya strut strut strut
C'mon walk for me strut strut strut
How you wanna be
Everybody's looking for some love but they don't know
How to let it all hang out and that's why they're solo solo solo
Don't wanna be solo solo solo
Don't wanna be solo
I'll be your mirror
Darling let your hair down
Show me what you're workin' with
And let me see ya strut strut strut strut strut
How you wanna be
Everybody's looking for some love but they don't know
How to let it all hang out and that's why they're solo solo solo
Don't wanna be solo solo solo
Don't wanna be solo
Strut for me and show me what you're workin' with
Strut for me and show me what you're walkin' with
Yeah, yeah, yeah
Yeah, yeah, yeah"
adam lambert,these boys,Pop,en,"Who you think I'm calling stupid, stupid
Well, you think you're big, you trying to prove it?
Prove it
You think you're really such a slick rick runner
Keep on talking you'll be a goner, yeah
These boys, these boys can't slow me down
These boys, these boys can't slow me down
These boys, these boys, ya wanna have a go?
Who you calling clown?
These boys, these boys can't slow me down
These boys, these boys can't slow me down
These boys, these boys
Well, I'm getting close, so close
Well, I listen to the radio and I let it go
These boys, these boys can't slow me down
So you think you're quite a fighter? A fighter
But you're looking more like a crier, crier
Bet you think you're really quite the stunner
But you're just like the rest so go ahead and
take a number
These boys, these boys can't slow me down
These boys, these boys can't slow me down
These boys, these boys, ya wanna have a go?
Who you calling clown?
These boys, these boys can't slow me down
These boys, these boys can't slow me down
These boys, these boys
Well, I'm getting close, so close
Well, I listen to the radio and I let it go
These boys, these boys can't slow me down
Take a deep breath
Try to take deep breaths
So I don't lose my composure
I see the edge
I can see the edge
When I feel I'm getting closer, closer
So you think you're quite a fighter? A fighter
But you're looking more like a crier, crier
Bet you think you're really quite the stunner
But you're just like the rest so go ahead and
take a number
These boys, these boys can't slow me down
These boys, these boys can't slow me down
These boys, these boys, ya wanna have a go?
Who you calling clown?
These boys, these boys can't slow me down
These boys, these boys can't slow me down
These boys, these boys
Well, I'm getting close, so close
Well, I listen to the radio and I let it go
These boys, these boys can't slow me down"
adam lambert,outlaws of love,Pop,en,"Oh, nowhere left to go
Are we getting closer, closer?
No, all we know is no
Nights are getting colder, colder
Hey
Tears all fall the same
We all feel the rain
We can't change
Everywhere we go
We're lookin' for the sun
Nowhere to grow old
We're always on the run
They say we'll rot in hell
But I don't think we will
They've branded us enough
Outlaws of love
Scars make us who we are
Hearts and homes are broken, broken
Far, we could go so far
With our minds wide open, open
Hey
Tears all fall the same
We all feel the rain
We can't change
Everywhere we go
We're lookin' for the sun
Nowhere to grow old
we're always on the run
They say we'll rot in hell
But I don't think we will
They've branded us enough
Outlaws of love
Outlaws of love
Outlaws of love"
adam lambert,two fux,Pop,en,"I only trust my tarot cards
Pink flamingos in my yard
People think that I'm from Mars
Whatever
Only smoke that holy green
High above the big machine
Not attached to anything
Whatever
I got that magic you call ADD
Rep for them aliens different like me
If you think that what I do and how I live's too much
I don't really really give two fux
If you think that what I say and what I give ain't love
I don't really really give two fux
Here, right here, right here
Namaste right here, right here, right here
Ooh ooh ooh
I'm the center of a crowded room
I might as well be on the moon (Yeah, yeah)
Searching for that one or two
Who get it (Oh, yeah)
You see me talking to myself
Cause no one gets me like myself
I've been this way since I was twelve
I get it
I got that magic you call OCD
Rep for them aliens different like me
If you think that what I do and how I live's too much
I don't really really give two fux
If you think that what I say and what I give ain't love
I don't really really give two fux
Here, right here, right here
Namaste right here, right here, right here
Ooh ooh ooh
One shot for my enemies
In the end it ain't that deep (It ain't that deep, girl)
Imma get my inner peace
In leather (Ow!)
[Chorus]
If you think that what I do and how I live's too much
(How I live)
I don't really really give two fux (I don't give two fux)
If you think that what I say and what I give ain't love
(I don't give, I don't give, I don't give, oh yeah)
I don't really really give two fux
(I don't give two fux, oh oh oh oh)
Here, right here, right here
Namaste right here, right here, right here
(I don't give, I don't give, I don't give two fux)
Ooh ooh ooh
Here, right here, right here
Namaste right here, right here, right here
Ooh ooh ooh"
adam lambert,feeling good,Pop,en,"Birds flying high
You know how I feel
Sun in the sky
You know how I feel
Reeds drifting on by
You know how I feel
Its a new dawn
It's a new day
It's a new life for me
And I'm feeling good
Fish in the sea
You know how I feel
River running free
You know how I feel
Blossom in the trees
You know how I feel
It's a new dawn
Its a new day
It's a new life for me
And I'm feeling good
Dragonflies all out in the sun
You know what I mean, don't you know?
Butterflies are all having fun
You know what I mean
Sleep in peace
When the day is done
And this old world
Is new world
And a bold world for me
Stars when you shine
You know how I feel
Scent of the pine
You know how I feel
Freedom is my life
And you know how I feel
It's a new dawn
It's a new day
It's a new life for me
Oh, for me..
for me...
And I'm feeling, i'm feeling
I'm feeling good, good...
I'm feeling good"
adam lambert,20th century boy,Pop,en,"Friends say it's fine
Friends say it's good
Everybody says it's just like Robin Hood
Well I move like a rat
Talk like a cat
Sting like a bee
Babe I'm gonna be your man
And it's plain to see, you were meant for me
I'm your toy, your 20th century boy
I said friends say it's fine
Friends say it's good
Everybody says it's just like Robin Hood
Yeah I well I move like a rat
Talk like a cat
Sting like a bee
Babe I'm gonna be your man
And it's plain to see, you were meant for me
I'm your toy, your 20th century boy
20Th century boy
I wanna be your toy
20Th century boy
I wanna be your toy
Friends say it's fine
Friends say it's good
Everybody says it's just like Robin Hood
Well I move like a rat
Talk like a cat
Sting like a bee
Babe I'm gonna be your man
And it's plain to see, you were meant for me
I'm your toy, your 20th century boy
20Th century boy
I wanna be your toy
20Th century boy
I wanna be your toy.
I wanna be your toy."
adam lambert,a change is gonna come,Pop,en,"I was born by the river
In a little tent
Just like the river I've been running ever since
It's been a long
A long time coming
But I know
A change is gonna come
Oh, yes it will
It's been too hard living
But I'm afraid to die
I don't know what's up there
Beyond the sky
It's been a long
Long, long..
is coming
But I know
A change is gonna come
And I go to the movies
And I go downtown
Everybody keep telling me
Do you come around
It's been a long
Oh, it's been a long time coming
But I know
A change is gonna come
Then I go
Go to the my brother
And I say brother:
""Help me, please""
He just winds up
Knockin' me down
Back down on my knees
And there...been times that I thought
I couldn't last for long
But now I think I, I, I
I can't able to carry on
It's been a long, long time coming
But I know
A change is gonna come
Ooh yeah
Is gonna come
Ooh yeah
Ooh oah"
adam lambert,a loaded smile,Pop,en,"If I say I'm sorry
It's just me telling a lie
When you're in my arms
I feel emptier inside
I never felt so satisfied
Everything falls into place but
I think I need a little more time
And yeah I know my life has changed but
Honestly I don't know if we'll survive
A loaded smile
An empty glass
And one last dance
Walking hand in hand
You are all I ever want
And when you're not around yeah
Don't even notice that you're gone
We are barely hanging on
Everything falls into place but I
Think I need a little more time
And yeah I know my life has changed but
Honestly I don't know if we'll survive
Makes me want you baby
Can't you feel it, can't you feel it, can't you feel it?
I do still want to baby
It's a certain kind of complicated
Makes me want you baby
Can't you feel it, can't you feel it, can't you feel it?
I do still want to baby
It's a certain kind of complicated
Everything falls into place but I
Think I need a little more time
And yeah I know my life has changed but
Honestly I don't know if we'll survive
A loaded smile
An empty glass
And one last dance"
adam lambert,after hours,Pop,en,"Gotta get out
Gotta get outside
I gotta get outside of my mind
Before I rip it out
I'm on a drive
I'm on a nightdrive
I gotta take a little trip, get twisted
And ride it out
Always after hours
I'm burning wet lies
Always after hours
Late night, power
I feel it at the wheel
Always after hours
I'm burning bad lies
Always after hours
Late night, power
I feel it at the wheel
I'm on drive
I'm on a nightdrive
I gotta get take a little trip, get twisted
And ride it out
Always after hours
I'm burning wet lies
Always after hours
Late night, power
I feel it at the wheel
Always after hours
I'm burning bad lies
Always after hours
I feel it at the wheel"
adam lambert,aftermath,Pop,en,"Have you lost your way?
Livin' in the shadow of the messes that you made
And so it goes
Everything inside your circle starts to overflow
Take a step before you leap
Into the colours that you seek
You give back what you give away
So don't look back on yesterday
Wanna scream out
No more hiding
Don't be afraid of what's inside
Gonna tell ya, you'll be alright
In the Aftermath
Anytime anybody pulls you down
Anytime anybody says you're not allowed
Just remember, you are not alone
In the Aftermath
You feel the weight
Of lies and contradictions that you live with every day
And it's not too late
Think of what could be if you rewrite the role you play
Take a step before you leap
Into the colours that you seek
You give back what you give away
So don't look back on yesterday
Wanna scream out
No more hiding
Don't be afraid of what's inside
Gonna tell ya, you'll be alright
In the Aftermath
Anytime anybody pulls you down
Anytime anybody says you're not allowed
Just remember, you are not alone
In the Aftermath
In the Aftermath
Before you break you have to shed your armor
Take a trip and fall into the glitter
Tell a stranger that they're beautiful
So all you feel is love, love
All you feel is love, love
Wanna scream out
No more hiding
Don't be afraid of what's inside
Wanna tell you, you'll be alright
In the Aftermath
Wanna scream out
No more hiding
Don't be afraid of what's inside
Gonna tell ya, you'll be alright
In the Aftermath
Anytime anybody pulls you down
Anytime anybody says you're not allowed
Just remember, you are not alone
In the Aftermath
In the Aftermath
Gonna tell ya, you'll be alright
In the Aftermath
In the Aftermath
Just remember, you are not alone
In the Aftermath"
adam lambert,another lonely night,Pop,en,"Alone in the dark
Hole in my heart
Turn on the radio
And the words fall out
But they got no place to go
Wasted on you
High on the fumes
Know I should let you go
But the world won't stop
And all I got is your ghost
Another day, another lonely night
I would do anything to have you by my side
Another day, another lonely night
Don't wanna throw away another lonely life
No time to sleep
All that I see
Are old memories of you
Yeah I try my best
But there's no one left for me to lose
Tear in my eye
I drive through the night
As far as I can from you
And I don't give a fuck if the sun comes up
Yeah, it's just another
Another day, another lonely night
I would do anything to have you by my side
Another day, another lonely night
Don't wanna throw away another lonely life
No, I don't give a fuck if the sun comes up yeah
It's just another
Another day, another lonely night
I would do anything to have you by my side
Another day, another lonely night
Don't wanna throw away another lonely life"
adam lambert,another lonely night (pop mix),Pop,en,"Alone in the dark
Hole in my heart
Turn on the radio
And the words fall out
But they got no place to go
Wasted on you
High on the fumes
Know I should let you go
But the world won't stop
And all I got is your ghost
Another day, another lonely night
I would do anything to have you by my side
Another day, another lonely night
No time to sleep
All that I see
Are old memories of you
Yeah I try my best
But there's no one left for me to lose
Tear in my eye
I drive through the night
As far as I can from you
And I don't give a fuck if the sun comes up
Yeah, it's just another
Another day, another lonely night
I would do anything to have you by my side
Tear in my eye
I drive through the night
As far as I can from you
And I don't give a damn if the sun comes up
I would do anything to have you by my side"
adam lambert,as long as you're mine,Pop,en,"ELPHABA
Kiss Me too fiercely
Hold me too tight
I meed help beliving
You're with me tonight
My wildest dreams
Could not forsee
Lying beside you
With you wanting me
And just for this moment
As long as you're mine
I've lot all resistance
And crossed some boarderline
And if it turnes out
It's over too fast
I'll make every last moment last
As long as you're mine
FIYERO
Maybe I'm brainless
Maybe I'm wise
But you've got me seeing
Though different eyes
Somehow I've fallen
Under your spell
And somehow I'm feeling
It's up that I fell
BOTH
Every moment
As long as you're mine
I'll wake up my body
And make up for lost time
FIYERO
Say there's no future
For us as a pair
BOTH
And though I know I may know
I don't care
Just for this moment
As long as you're mine
Come be how you want to
And see how bright we shine
Borrow the moonlight
Until it is though
And know I'll be here holding you
As long as you're mine
FIYERO
(spoken)
What is it?
ELPHABA
(spoken)
It's just for the first time,
I feel ..
wicked"
adam lambert,beg for mercy,Pop,en,"The stars collide
They fall to earth alive
As my hunger hides
Desires that are burning
Ready to land
I shall overcome
And when you're numb
A deeper breath comes out
Wo oh oh
I'll make you beg for mercy
I'll make you beg for mercy
Yeah eh eh
Come to settle the score
The strenght inside
The lightning and the fun
I'll take in check
Won't hide it
In lightning you too under
The hard the post
Is racing towards a light
Is every beat I found
Go trickling down the vile
I'll make you beg for mercy
We rule the sun
We rule the sun
Yeah eh eh
I'll make you beg for mercy
Come to settle the score
Wo oh oh
My adrenaline is pumping
Yeah eh eh
I got it next to nothing
Wo oh oh
Come to settle the score
I'll make you beg for mercy
Wo oh oh
I'll make you beg for mercy
Yeah eh eh
Come to settle the score
Wo oh oh
I'll make you beg for mercy
We rule the sun
We rule the sun
I'll make you beg for mercy
We rule the sun
We rule the sun"
adam lambert,believe,Pop,en,"And after all the said and done
You're gonna be the only one
Do you believe in love after love?
I can feel something inside me saying
I really don't feel you're strong enough"
adam lambert,"beth, detroit rock city & rock n roll all nite (feat. kiss)",Pop,en,"Beth I hear you calling
But I can't come home right now
Cause me and the boys are playing
And we just can't find the sound
Just a few more hours
And I'll be right home to you
I think I hear them calling
Oh, Beth, what can I do
Beth, what can I do
Beth I know you're lonely
And I hope you'll be alright
'Cause me and the boys will be playing all night
I feel uptight on a Saturday night
Nine o'clock and the radio's the only light
I hear my song and it pulls me through
Comes on strong, tells me what I gotta' do
I got to...
Get up!
Everybody's gonna' move their feet
Get down!
Everybody's gonna' leave their seat
You gotta' lose your mind in Detroit Rock City
Get up!
Everybody's gonna' move their feet
Get down!
Everybody's gonna' leave their seat
You gotta put your mind in Detroit Rock City!
Get up!
Everybody's gonna' move their feet
Get down!
Everybody's gonna' leave their seat
You show us everything you've got
You keep on dancin' and the room gets hot
You drive us wild, we'll drive you crazy
You say you wanna go for a spin
The party's just begun, we'll let you in
You drive us wild, we'll drive you crazy
You keep on shoutin', you keep on shoutin'
I wanna rock and roll all night and party everyday
I wanna rock and roll all night and party everyday
I wanna rock and roll all night and party everyday
I wanna rock and roll all night and party everyday"
adam lambert,better than i know myself,Pop,en,"Cold as ice
And more bitter than a December
Winter night
That's how I treated you
And I know that I
I sometimes tend to loose my temper
And I cross the line
Yeah, that's the truth
I know it gets hard sometimes
But I could never
Leave your side
No matter what I say
'Cause if I wanted to go
I would have gone by now but
I really need you near me
To keep my mind off the edge
If I wanted to leave
I would have left by now
But you're the only one that knows me
Better than I know myself.
All along
I tried to pretend it didn't matter
If I was alone
Deep down I know
If you were gone
For even a day I wouldn't know which way to turn
'Cause I'm lost without you.
I know it gets hard sometimes
But I could never
Leave your side
No matter what I say
'Cause if I wanted to go
I would have gone by now but
I really need you near me
To keep my mind off the edge
If I wanted to leave
I would have left by now
But you're the only one that knows me
Better than I know myself.
I get kind of dark
Let it go too far
I can be obnoxious at times
But try and save my heart
'Cause I need you now
So don't let me down
You are the only thing in this world
I would die without
'Cause if I wanted to go
I would have gone by now but
I really need you near me
To keep my mind off the edge
If I wanted to leave
I would have left by now
But you're the only one that knows me
Better than I know myself.
'Cause if I wanted to go
I would have gone by now but
I really need you near me
To keep my mind off the edge
If I wanted to leave
I would have left by now
But you're the only one that knows me
Better than I know myself."
adam lambert,black or white,Pop,en,"I took my baby
On a Saturday bang
Boy is that girl with you
Yes we're one and the same
Now I believe in miracles
And a miracle
Has happened tonight
But, if
You're thinkin'
About my baby
It don't matter if you're
Black or white
They print my message
In the Saturday sun
I had to tell them
I ain't second to none
And I told about equality
An it's true
Either you're wrong
Or you're right
But, if
You're thinkin'
About my baby
It don't matter if you're
Black or white
I am tired of this devil
I am tired of this stuff
I am tired of this business
Sew when the
Going gets rough
I ain't scared of
Your brother
I ain't scared of no sheets
I ain't scare of nobody
Girl when the
Goin' gets mean
Don't tell me you agree with me
When I saw you kicking dirt in my eye
But, if
You're thinkin' about my baby
It don't matter if you're black or white
I said if
You're thinkin' of
Being my baby
It don't matter if you're black or white
I said if
You're thinkin' of
Being my brother
It don't matter if you're
Black or white
Ooh, ooh
Yea, yea, yea now
Ooh, ooh
Yea, yea, yea now
It's black, it's white
It's tough for you
To get by
It's black , it's white, whoo
It's black, it's white
It's tough for you
To get by
It's black , it's white, whoo"
adam lambert,born to be wild,Pop,en,"Get your motor running
Head out on the highway
Lookin' for adventure
In whatever comes our way
Yeah, darlin', gonna make it happen
Take the world in a love embrace
Fire all of your guns at once and
Explode into space
I like smoke and lightning
Heavy metal thunder
Racin' with the wind
And the feeling that I'm under
Yeah, darlin', gonna make it happen
Take the world in a love embrace
Fire all of your guns at once and
Explode into space
Like a true nature's child
We were born, born to be wild
We can fly so high
Never gonna die
Born to be wild
Born to be wild"
adam lambert,"bowie medley (life on mars, fame, let's dance)",Pop,en,"It's a God awful small affair
To the girl with the mousey hair,
But her mother is yelling, ""No!""
And her daddy has told her to go,
But her friend is no where to be seen.
Now she walks through her sunken dream
To the seats with the clearest view
And she's hooked to the silver screen,
But the film is sadd'ning bore
For she's lived it ten times or more.
She could spit in the eyes of fools
As they ask her to focus on
Sailors
Fighting in the dance hall.
Oh man!
Look at those cavemen go.
It's the freakiest show.
Is there life on Mars?
Fame, makes a man take things over
Fame, lets him loose, hard to swallow
Fame, puts you there where things are hollow
Fame
Fame, it's not your brain, it's just the flame
That burns your change to keep you insane
Fame
Is it any wonder I reject you first?
Fame, fame, fame, fame
Is it any wonder you are too cool to fool
Fame
Fame, bully for you, chilly for me
Got to get a rain check on pain
Fame
Fame, fame, fame, fame, fame, fame
1, 2, 3, hey
Let's dance
Put on your red shoes and dance the blues
Let's dance
To the song they're playin' on the radio
Let's sway
While colour lights up your face
Let's sway
Sway through the crowd to an empty space
If you say run, I'll run with you
If you say hide, we'll hide
Because my love for you
Would break my heart in two
If you should fall
Into my arms
And tremble like a flower
Let's dance
Dance with me and I'll set you free
Let's dance
You could look into my eyes
Let's dance
Under the moonlight, this serious moonlight
Yeah, Yeah
Let's dance"
adam lambert,broken english,Pop,en,"Tower of Babel has fallen down again
Information disarray
I dunno who I should believe in
Everybody's an authority
Fragments don't count
They always end up fallin' thru the cracks
Don't think out loud
'Cuz once it's out your mouth
Can't take it back
Can't say all the little things
I wanna tell U right now
I know you won't understand
But I gotta tell you somehow
And on and on and on I go
Connect the neck to what's below
I know
Now your body language is
Broken
Broken english
Lost inside communication breakdown
Better just read my lips
Comin' in clearer when we get down
Iceberg just the tip
Iy words get lost
Can you read the look that's on
My face
Wires get crossed
In communion with the human race
Can't say all the little things
I wanna tell U right now
I know you won't understand
But I gotta tell you somehow
And on and on and on I go
Connect the neck to what's below
I know
Now your body language is
Broken
Broken english
Can't say all the little things
I wanna tell U right now
I know you won't understand
But I gotta tell you somehow
And on and on and on I go
Connect the neck to what's below
I know
Now your body language is
Broken
Broken english"
adam lambert,broken open,Pop,en,"Broken pieces, break into me
So imperfectly what you should be
I don't want you to go
Don't wanna see you back out in the cold
Air you're breathing out fades you to gray
Don't run away, find me
I know the battles of chasing the shadows
of who you wanna be
It doesn't matter, go on and shatter
I'm all you need
Broken pieces, break into me
So imperfectly what you should be
Lay here, it's safe here, I'll let you be broken open
Hide you, confide here so we can be broken open
Let's enlighten the night
We can fall away, slip out of sight
When you drop your guard
Melt it in time, so intertwined, quiet
I know the battles of chasing the shadows
of who you oughta be
It doesn't matter, go on and shatter
I'm all you need
Broken pieces, break into me
So imperfectly what you should be
Lay here, it's safe here, I'll let you be broken open
Hide you, confide here so we can be broken open
Broken pieces, break into me
So imperfectly what you should be
Lay here, it's safe here, I'll let you be broken open
Hide you, confide here so we can be broken open
Lay here, it's safe here, I'll let you be broken open
Hide you, confide here so we can be broken open"
adam lambert,by the rules,Pop,en,"You are my lava
My lava flow
Burn like no other
Right thru the core
Just like the constellations we shine
No wreck or ruin our Planets Align
The tide and the moon we are
You pull like the sea
In waves I can feel ya
You're My ecstasy
The lamb and the lion
We lay down in peace.
Like air to the fire
I need you to breathe
By the rules I play
By the rules I play
By the rules I play
Let nature have its way
Predator and prey
That's the way we're made
So By the rules
By the rules
By the rules
After the thunder
Must come the rain
After our beautiful karma
Must come the pain
Just like the constellations we fade
As blades of sunlight eh send night away
The tide and the moon we are
You pull like the sea
In waves I can feel ya
You're My ecstasy
The lamb and the lion
We lay down in peace.
Like air to the fire
I need you to breathe
By the rules I play
By the rules I play
By the rules I play
Let nature have its way
Predator and prey
That's the way we're made
So By the rules
By the rules
By the rules"
adam lambert,can't let you go,Pop,en,"Guess it was not meant to be
It’s not as bad as it seems
It only burns when I breathe
You saw the way that I fell
But I’m better off by myself
That’s the tale I like to tell
But it’s not that easy for me to say goodbye
Everything in me wants you back in my life
Can’t let you go
Can’t let you go
It feels like the dawn of the dead
Like bombs going off in my head
Never a moment of rest
Nothing kills more than to know
That this is the end of the road
And I know I gotta let go
But it’s not that easy for me to say goodbye
Everything in me wants you back in my life
Can’t let you go
Can’t let you go
Can’t let you go
Can’t let you go
Wish I could just find a way
To have all your memories erased
Cos constantly they’re haunting me
But it’s not that easy for me to say goodbye
Everything in me wants you back in my life
Can’t let you go
Can’t let you go
Can’t let you go
Can’t let you go
I can’t let you go
I can’t let you go"
adam lambert,castleman,Pop,en,"Thank you for the castle
Thank you for all of the castles
Made of stone let us call our own
Father
I cant see your train
Next stop sunshine
Its only only in the horizon
Light the fire stoke the coal
Blow the whistler all aboard
Next stop forever
Always castle man, castle man
Well, the winter
It goes on i know
But i cant see the ocean
World winds are blowing
Man your station
Blow the guns
And your commit your ship to see
Next stop forever always castle man, castle man
And through the crowded memories
We next gave our heart and sea
And though the road leads back to you
Castle man a friend in deed you always kept us inside
You are always forever
Always and in our song
Always forever you are always castle man , castle man
And I am for every night a new day is born
And I'm so until we meet again
This is your song castle man, castle man"
